alegeri,diaspora,Judet,timestamp,Votantilista,Votantipelistapermanenta,Votantipelistacomplementara,inscrisi_L_permanente,inscrisi_L_complementare,LP,LS,LSC,UM,LT,M_1824,M_2534,M_3544,M_4564,M_65+,F_1824,F_2534,F_3544,F_4564,F_65+
2019-prez-1,0,CL,2019-11-10 09:00,,,,,,9643,1618,0,0,11261,125,326,707,2919,2078,133,293,617,2271,1792
2019-prez-1,0,CS,2019-11-10 09:00,,,,,,6372,1364,0,0,7736,139,358,585,2299,1323,122,257,428,1360,865
2019-prez-1,0,CT,2019-11-10 09:00,,,,,,25251,3660,0,4,28915,462,1037,2059,6841,4880,442,1042,1792,6089,4271
2019-prez-1,0,CV,2019-11-10 09:00,,,,,,3231,763,0,4,3998,60,154,300,927,752,53,123,232,835,562
2019-prez-1,0,DB,2019-11-10 09:00,,,,,,16584,2411,0,0,18995,294,679,1490,4893,2969,244,590,1134,3857,2845
2019-prez-1,0,DJ,2019-11-10 09:00,,,,,,18425,3537,0,0,21962,403,866,1687,5746,3589,345,716,1413,4338,2859
2019-prez-1,0,GJ,2019-11-10 09:00,,,,,,8606,1586,0,4,10196,161,391,876,2999,1430,155,378,713,2035,1058
2019-prez-1,0,GL,2019-11-10 09:00,,,,,,18203,2294,0,0,20497,308,645,1474,5356,3285,324,560,1147,4308,3090
2019-prez-1,0,GR,2019-11-10 09:00,,,,,,8710,1911,0,0,10621,182,449,788,2701,1897,155,352,606,2116,1375
2019-prez-1,0,HD,2019-11-10 09:00,,,,,,10705,2312,0,0,13017,204,496,934,3474,2039,193,426,862,2769,1620
2019-prez-1,0,HR,2019-11-10 09:00,,,,,,5873,965,0,0,6838,131,236,463,1501,1107,107,221,444,1429,1199
2019-prez-1,0,IF,2019-11-10 09:00,,,,,,14849,3817,0,1,18667,368,1048,1863,4463,2310,343,940,1511,3666,2155
2019-prez-1,0,IL,2019-11-10 09:00,,,,,,7447,1138,0,0,8585,128,285,610,2392,1412,115,246,444,1824,1129
2019-prez-1,0,IS,2019-11-10 09:00,,,,,,20280,4151,0,1,24432,782,1247,2111,5880,3551,783,1077,1621,4465,2915
2019-prez-1,0,MH,2019-11-10 09:00,,,,,,6142,1568,0,0,7710,127,290,602,2118,1201,116,251,561,1544,900
2019-prez-1,0,MM,2019-11-10 09:00,,,,,,9091,1758,0,0,10849,252,531,891,2705,1689,240,461,746,2141,1193
2019-prez-1,0,MS,2019-11-10 09:00,,,,,,11217,2334,0,8,13559,299,602,936,3425,2242,337,513,800,2614,1791
2019-prez-1,0,NT,2019-11-10 09:00,,,,,,13658,2358,0,0,16016,278,561,1195,3981,2555,260,556,1026,3322,2282
2019-prez-1,0,OT,2019-11-10 09:00,,,,,,14432,2481,0,4,16917,292,644,1342,4643,2613,217,521,1067,3475,2103
2019-prez-1,0,PH,2019-11-10 09:00,,,,,,21400,3435,0,1,24836,421,905,1798,6104,3886,415,803,1504,5303,3697
2019-prez-1,0,SB,2019-11-10 09:00,,,,,,10948,2419,0,4,13371,340,733,1075,3207,1816,341,596,864,2640,1759
2019-prez-1,0,SJ,2019-11-10 09:00,,,,,,4314,1217,0,0,5531,128,282,502,1426,752,150,255,419,1029,588
2019-prez-1,0,SM,2019-11-10 09:00,,,,,,6140,1284,0,1,7425,139,323,622,1939,985,159,327,537,1583,811
2019-prez-1,1,SR,2019-11-10 09:00,,,,,,0,279143,25189,0,304332,11626,46297,49851,49815,5464,12023,41249,38165,43712,6130
2019-prez-1,0,SV,2019-11-10 09:00,,,,,,15000,2924,0,1,17925,418,739,1397,4346,2946,425,682,1104,3335,2533
2019-prez-1,0,TL,2019-11-10 09:00,,,,,,7214,1240,0,1,8455,111,265,608,2210,1532,86,230,518,1704,1191
2019-prez-1,0,TM,2019-11-10 09:00,,,,,,15452,3805,0,14,19271,515,1213,1686,4775,2631,488,872,1263,3524,2304
2019-prez-1,0,TR,2019-11-10 09:00,,,,,,13074,2069,0,0,15143,223,445,985,3973,3083,164,346,703,2887,2334
2019-prez-1,0,VL,2019-11-10 09:00,,,,,,10739,2310,0,0,13049,180,450,916,3477,2307,144,394,798,2631,1752
2019-prez-1,0,VN,2019-11-10 09:00,,,,,,10199,1741,0,10,11950,218,481,970,3053,1926,199,387,731,2286,1699
2019-prez-1,0,VS,2019-11-10 09:00,,,,,,9935,1780,0,0,11715,227,403,912,3261,1896,222,333,662,2318,1481
2019-prez-1,0,AB,2019-11-10 17:00,,,,,,111341,12277,0,999,124617,4569,7833,9936,24286,15108,4282,7532,9545,24972,16554
2019-prez-1,0,AG,2019-11-10 17:00,,,,,,196459,24264,0,601,221324,7166,13470,19421,42727,25574,7319,13624,19028,45434,27561
2019-prez-1,0,AR,2019-11-10 17:00,,,,,,118090,13223,0,1059,132372,4654,8834,11429,25787,15274,4457,8569,10915,26145,16308
2019-prez-1,0,B,2019-11-10 17:00,,,,,,606409,92696,0,3789,702894,24733,56990,65539,101426,66620,27901,63655,70264,131422,94344
2019-prez-1,0,BC,2019-11-10 17:00,,,,,,193387,18890,0,1092,213369,6593,10777,16538,42438,25602,6743,12553,17642,44640,29843
2019-prez-1,0,BH,2019-11-10 17:00,,,,,,164488,21292,0,1566,187346,7230,12446,16588,35226,19917,7166,12526,16342,37002,22903
2019-prez-1,0,BN,2019-11-10 17:00,,,,,,89328,8214,0,786,98328,3573,6194,7975,19009,11430,3844,6403,7907,20001,11992
2019-prez-1,0,BR,2019-11-10 17:00,,,,,,97906,6410,0,877,105193,2694,4867,7772,20873,13949,2571,5028,8257,22918,16264
2019-prez-1,0,BT,2019-11-10 17:00,,,,,,117899,10506,0,1517,129922,4362,6458,10090,25336,16414,4489,7694,10956,25786,18337
2019-prez-1,0,BV,2019-11-10 17:00,,,,,,190649,29771,0,1139,221559,7338,15428,19646,38089,25030,7608,15945,19352,43500,29623
2019-prez-1,0,BZ,2019-11-10 17:00,,,,,,129946,16140,0,1018,147104,4467,7307,10849,29505,19999,4421,7837,10957,30186,21576
2019-prez-1,0,CJ,2019-11-10 17:00,,,,,,219320,54295,0,1969,275584,14033,23761,23968,43448,28107,16273,24367,23153,46771,31703
2019-prez-1,0,CL,2019-11-10 17:00,,,,,,74377,11394,0,470,86241,2690,4604,6304,17462,11466,2620,4895,6526,17716,11958
2019-prez-1,0,CS,2019-11-10 17:00,,,,,,78553,10422,0,870,89845,2847,4748,6608,18865,12549,2707,4669,6066,17467,13319
2019-prez-1,0,CT,2019-11-10 17:00,,,,,,230620,23708,0,1371,255699,7902,14359,20089,45650,29327,8231,17670,23589,53847,35035
2019-prez-1,0,CV,2019-11-10 17:00,,,,,,45888,5267,0,724,51879,1286,2338,3945,9256,7383,1261,2736,4358,10870,8446
2019-prez-1,0,DB,2019-11-10 17:00,,,,,,152008,18637,0,1085,171730,5729,10222,13970,33213,20291,5932,10575,14176,34361,23261
2019-prez-1,0,DJ,2019-11-10 17:00,,,,,,184705,24764,0,3028,212497,7077,11928,17153,41451,27011,6824,12344,16958,42000,29751
2019-prez-1,0,GJ,2019-11-10 17:00,,,,,,96092,13888,0,819,110799,3605,6056,9289,25358,12549,3250,6216,9221,23465,11790
2019-prez-1,0,GL,2019-11-10 17:00,,,,,,172223,13764,0,1053,187040,5319,9124,14557,37446,23171,5661,10061,15625,38887,27189
2019-prez-1,0,GR,2019-11-10 17:00,,,,,,72088,15742,0,1320,89150,3181,5676,7081,17116,11745,3021,5524,6853,17021,11932
2019-prez-1,0,HD,2019-11-10 17:00,,,,,,134121,14035,0,1346,149502,4017,7368,10687,32262,18768,3843,7375,11080,32749,21353
2019-prez-1,0,HR,2019-11-10 17:00,,,,,,80644,6603,0,788,88035,2396,4422,7073,15966,11589,2592,4965,7580,17780,13672
2019-prez-1,0,IF,2019-11-10 17:00,,,,,,128999,41093,0,1403,171495,5689,14915,20101,28836,13524,5820,16402,20116,30405,15687
2019-prez-1,0,IL,2019-11-10 17:00,,,,,,65781,8621,0,515,74917,2472,3759,5445,15345,9863,2348,3877,5586,15598,10624
2019-prez-1,0,IS,2019-11-10 17:00,,,,,,235041,36584,0,1890,273515,12681,20105,23723,47358,28324,14650,21483,24158,48403,32630
2019-prez-1,0,MH,2019-11-10 17:00,,,,,,71599,14669,0,1551,87819,2534,4283,6531,18735,11698,2359,4326,6839,18068,12446
2019-prez-1,0,MM,2019-11-10 17:00,,,,,,127140,10888,0,1106,139134,4617,8409,11448,27740,16278,4571,8691,11372,28503,17505
2019-prez-1,0,MS,2019-11-10 17:00,,,,,,149586,16866,0,1710,168162,5657,9489,13081,31397,21212,6120,10144,13502,32922,24638
2019-prez-1,0,NT,2019-11-10 17:00,,,,,,155135,14431,0,492,170058,4952,8311,13099,33694,22048,5058,9535,13811,34758,24792
2019-prez-1,0,OT,2019-11-10 17:00,,,,,,127488,20814,0,1175,149477,4954,8170,11820,31165,19012,4810,8124,11566,29840,20016
2019-prez-1,0,PH,2019-11-10 17:00,,,,,,233652,28312,0,1721,263685,8221,14679,20031,50232,31799,8500,15927,21481,55564,37251
2019-prez-1,0,SB,2019-11-10 17:00,,,,,,141018,19977,0,738,161733,5956,11670,14158,28782,16662,6142,12029,13954,31473,20907
2019-prez-1,0,SJ,2019-11-10 17:00,,,,,,64986,8897,0,500,74383,2569,4351,5877,14538,8914,2633,4399,5775,14950,10377
2019-prez-1,0,SM,2019-11-10 17:00,,,,,,84846,7065,0,946,92857,2786,5311,7883,18855,9938,2716,5567,8094,19931,11776
2019-prez-1,1,SR,2019-11-10 17:00,,,,,,0,525965,25189,0,551154,22092,85850,92639,92765,8581,21719,72213,66014,79077,10204
2019-prez-1,0,SV,2019-11-10 17:00,,,,,,198088,17300,0,763,216151,7876,12527,17112,41427,26054,8478,14295,18261,42562,27559
2019-prez-1,0,TL,2019-11-10 17:00,,,,,,60577,7613,0,762,68952,1715,3471,5439,14174,9029,1624,3633,5593,14968,9306
2019-prez-1,0,TM,2019-11-10 17:00,,,,,,203314,38863,0,1770,243947,9924,20732,23140,42827,23784,10451,20374,21617,43847,27251
2019-prez-1,0,TR,2019-11-10 17:00,,,,,,107215,16620,0,2379,126214,3616,5829,8512,24816,20540,3443,5633,8231,23493,22101
2019-prez-1,0,VL,2019-11-10 17:00,,,,,,113744,17536,0,534,131814,3629,6674,9712,26651,18194,3646,7230,9933,27366,18779
2019-prez-1,0,VN,2019-11-10 17:00,,,,,,106780,12010,0,820,119610,3475,6351,9305,23368,15769,3460,6597,9205,23919,18161
2019-prez-1,0,VS,2019-11-10 17:00,,,,,,112062,11778,0,1108,124948,4103,5745,9292,26002,16114,4071,6471,9931,25311,17908
2019-prez-1,0,AB,2019-11-10 13:00,,,,,,58595,6752,0,537,65884,1844,3483,4862,13189,9757,1598,3147,4320,13122,10562
2019-prez-1,0,AG,2019-11-10 13:00,,,,,,110452,13184,0,112,123748,2977,6193,10015,25407,17550,3053,6150,9042,25296,18065
2019-prez-1,0,AR,2019-11-10 13:00,,,,,,59298,6755,0,381,66434,1808,3660,5386,14212,9520,1540,3358,4621,12983,9346
2019-prez-1,0,B,2019-11-10 13:00,,,,,,341800,45298,0,1029,388127,10318,26125,34254,59963,46218,10929,28606,34503,74510,62701
2019-prez-1,0,BC,2019-11-10 13:00,,,,,,110368,10575,0,485,121428,2963,5300,8694,25547,17201,3049,5748,8528,25636,18762
2019-prez-1,0,BH,2019-11-10 13:00,,,,,,80653,10705,0,224,91582,2683,5190,7646,18261,11998,2616,4910,6821,18213,13244
2019-prez-1,0,BN,2019-11-10 13:00,,,,,,44337,4308,0,257,48902,1323,2586,3572,9791,7027,1447,2530,3225,10132,7269
2019-prez-1,0,BR,2019-11-10 13:00,,,,,,58116,3747,0,249,62112,1199,2390,4146,12910,9847,1082,2348,3970,13314,10906
2019-prez-1,0,BT,2019-11-10 13:00,,,,,,63771,6027,0,448,70246,1951,3142,5020,14487,10398,1949,3418,4960,13877,11044
2019-prez-1,0,BV,2019-11-10 13:00,,,,,,109941,15808,0,164,125913,2921,7366,10513,23173,17257,2995,7426,9628,25078,19556
2019-prez-1,0,BZ,2019-11-10 13:00,,,,,,70643,8904,0,297,79844,1807,3352,5587,16799,13031,1720,3361,4921,16053,13213
2019-prez-1,0,CJ,2019-11-10 13:00,,,,,,119427,26410,0,606,146443,5878,10998,12208,24300,18431,6634,11098,11208,25191,20497
2019-prez-1,0,CL,2019-11-10 13:00,,,,,,40446,6255,0,187,46888,1003,1993,3108,10211,7808,1007,1977,2923,9468,7390
2019-prez-1,0,CS,2019-11-10 13:00,,,,,,42590,5603,0,141,48334,1090,2141,3243,11199,8289,995,1897,2623,9049,7808
2019-prez-1,0,CT,2019-11-10 13:00,,,,,,136031,13226,0,289,149546,3328,6973,10764,28502,21144,3340,8415,11868,31598,23614
2019-prez-1,0,CV,2019-11-10 13:00,,,,,,24461,3076,0,184,27721,537,1034,1920,5130,4712,484,1122,1959,5699,5124
2019-prez-1,0,DB,2019-11-10 13:00,,,,,,85813,10321,0,507,96641,2430,4730,7184,20029,14080,2343,4659,6672,19251,15263
2019-prez-1,0,DJ,2019-11-10 13:00,,,,,,104212,13931,0,560,118703,2947,5482,8960,25256,18506,2822,5370,8072,23203,18085
2019-prez-1,0,GJ,2019-11-10 13:00,,,,,,53019,7693,0,261,60973,1527,2888,4750,14812,8385,1332,2693,4284,12859,7443
2019-prez-1,0,GL,2019-11-10 13:00,,,,,,99030,7789,0,323,107142,2329,4443,7942,22760,15895,2356,4595,7449,21914,17459
2019-prez-1,0,GR,2019-11-10 13:00,,,,,,38171,8549,0,196,46916,1170,2282,3456,10016,7703,1083,2289,3114,9006,6797
2019-prez-1,0,HD,2019-11-10 13:00,,,,,,73773,7801,0,381,81955,1602,3393,5343,18794,12286,1478,3169,5083,17622,13185
2019-prez-1,0,HR,2019-11-10 13:00,,,,,,43145,3465,0,96,46706,1041,1892,3341,8691,7454,1017,2011,3303,9344,8612
2019-prez-1,0,IF,2019-11-10 13:00,,,,,,72574,21095,0,383,94052,2328,7077,10525,17564,9389,2285,7642,10083,17264,9895
2019-prez-1,0,IL,2019-11-10 13:00,,,,,,35718,4727,0,135,40580,1007,1642,2742,8929,6545,909,1589,2512,8320,6385
2019-prez-1,0,IS,2019-11-10 13:00,,,,,,127548,18112,0,114,145774,5376,9419,12296,27225,18570,5796,9797,11425,25972,19898
2019-prez-1,0,MH,2019-11-10 13:00,,,,,,41017,8207,0,289,49513,1085,2035,3398,11354,7797,1018,1950,3264,10179,7433
2019-prez-1,0,MM,2019-11-10 13:00,,,,,,66004,5679,0,311,71994,1796,3612,5345,14963,10277,1755,3510,5003,15007,10726
2019-prez-1,0,MS,2019-11-10 13:00,,,,,,78415,8942,0,639,87996,2117,4220,6253,17046,13863,2248,4188,5690,16842,15529
2019-prez-1,0,NT,2019-11-10 13:00,,,,,,85935,8011,0,76,94022,2186,3975,6744,19647,14250,2225,4284,6527,19075,15109
2019-prez-1,0,OT,2019-11-10 13:00,,,,,,69981,11638,0,257,81876,2126,3802,6160,18421,12410,2001,3615,5412,16149,11780
2019-prez-1,0,PH,2019-11-10 13:00,,,,,,133820,16040,0,552,150412,3530,6944,10499,30106,22031,3518,7305,10339,31436,24704
2019-prez-1,0,SB,2019-11-10 13:00,,,,,,78145,10667,0,115,88927,2375,5366,7233,16789,11322,2423,5476,6604,17592,13747
2019-prez-1,0,SJ,2019-11-10 13:00,,,,,,32110,4799,0,183,37092,923,1841,2627,7410,5391,1009,1796,2342,7503,6250
2019-prez-1,0,SM,2019-11-10 13:00,,,,,,43497,3821,0,145,47463,1071,2241,3540,10052,6328,988,2224,3351,10307,7361
2019-prez-1,1,SR,2019-11-10 13:00,,,,,,0,375662,25189,0,400851,14520,59180,67331,71179,7233,14607,50776,48504,59423,8098
2019-prez-1,0,SV,2019-11-10 13:00,,,,,,99732,9554,0,132,109418,3299,5756,8272,22288,15560,3239,6030,7847,21212,15915
2019-prez-1,0,TL,2019-11-10 13:00,,,,,,36266,4404,0,187,40857,785,1713,2953,8874,6388,691,1780,2799,8720,6154
2019-prez-1,0,TM,2019-11-10 13:00,,,,,,107517,18667,0,486,126670,3673,8945,11597,24682,15702,3751,8558,9968,22990,16804
2019-prez-1,0,TR,2019-11-10 13:00,,,,,,59654,9307,0,338,69299,1462,2619,4478,14868,13451,1334,2384,3684,12544,12475
2019-prez-1,0,VL,2019-11-10 13:00,,,,,,65488,10253,0,98,75839,1589,3240,5149,16045,12267,1589,3471,4912,15371,12206
2019-prez-1,0,VN,2019-11-10 13:00,,,,,,60348,6663,0,237,67248,1550,3085,4971,14014,10397,1469,3033,4485,13182,11062
2019-prez-1,0,VS,2019-11-10 13:00,,,,,,60185,6450,0,236,66871,1812,2624,4639,14790,10379,1657,2725,4309,13449,10487
2019-prez-1,0,AB,2019-11-10 11:00,,,,,,29288,3699,0,222,33209,703,1529,2360,7386,5510,654,1272,1988,6477,5330
2019-prez-1,0,AG,2019-11-10 11:00,,,,,,59767,7288,0,46,67101,1235,2909,5151,15221,10770,1197,2664,4277,13896,9781
2019-prez-1,0,AR,2019-11-10 11:00,,,,,,30031,3898,0,100,34029,707,1574,2734,8222,5446,587,1330,2088,6549,4792
2019-prez-1,0,B,2019-11-10 11:00,,,,,,174639,23299,0,184,198122,4376,11201,16323,34248,27417,4478,11351,15208,39872,33648
2019-prez-1,0,BC,2019-11-10 11:00,,,,,,58763,6202,0,105,65070,1254,2466,4559,14967,10131,1370,2473,4126,13775,9949
2019-prez-1,0,BH,2019-11-10 11:00,,,,,,37109,5877,0,58,43044,1064,2262,3587,9701,6148,1065,1980,2896,8424,5917
2019-prez-1,0,BN,2019-11-10 11:00,,,,,,21088,2410,0,8,23506,507,1082,1672,5166,3863,556,1032,1367,4760,3501
2019-prez-1,0,BR,2019-11-10 11:00,,,,,,34146,2345,0,27,36518,489,1228,2349,8195,6517,472,1132,2072,7752,6312
2019-prez-1,0,BT,2019-11-10 11:00,,,,,,32393,3513,0,13,35919,820,1426,2465,8325,5938,762,1441,2265,7120,5357
2019-prez-1,0,BV,2019-11-10 11:00,,,,,,57715,7779,0,40,65534,1188,3173,5194,13570,10185,1196,2960,4362,13361,10345
2019-prez-1,0,BZ,2019-11-10 11:00,,,,,,40399,5213,0,36,45648,771,1591,3069,10475,8222,767,1547,2491,9159,7556
2019-prez-1,0,CJ,2019-11-10 11:00,,,,,,59390,12926,0,197,72513,2459,4878,5918,13462,10415,2781,4509,5059,12647,10385
2019-prez-1,0,CL,2019-11-10 11:00,,,,,,25631,3839,0,30,29500,441,1008,1854,6967,5449,457,987,1658,5985,4694
2019-prez-1,0,CS,2019-11-10 11:00,,,,,,22371,3022,0,11,25404,392,1033,1653,6705,4752,397,759,1239,4614,3860
2019-prez-1,0,CT,2019-11-10 11:00,,,,,,76734,7724,0,29,84487,1392,3256,5656,17823,13944,1388,3680,5706,17903,13739
2019-prez-1,0,CV,2019-11-10 11:00,,,,,,12267,1900,0,18,14185,207,476,940,2970,2649,170,465,859,2934,2515
2019-prez-1,0,DB,2019-11-10 11:00,,,,,,49698,5793,0,9,55500,992,2207,4016,12741,9007,1002,2108,3514,11117,8796
2019-prez-1,0,DJ,2019-11-10 11:00,,,,,,59799,8429,0,110,68338,1286,2684,4827,16010,11946,1218,2404,4053,13481,10429
2019-prez-1,0,GJ,2019-11-10 11:00,,,,,,27796,4112,0,16,31924,604,1273,2481,8479,4767,562,1151,2100,6690,3817
2019-prez-1,0,GL,2019-11-10 11:00,,,,,,57628,4762,0,11,62401,1055,2173,4366,14809,10289,1064,2083,3810,12844,9908
2019-prez-1,0,GR,2019-11-10 11:00,,,,,,23569,4912,0,13,28494,531,1212,2015,6568,5217,451,1107,1696,5620,4077
2019-prez-1,0,HD,2019-11-10 11:00,,,,,,36531,4530,0,148,41209,622,1546,2716,10450,6734,597,1331,2310,8829,6074
2019-prez-1,0,HR,2019-11-10 11:00,,,,,,22048,2030,0,14,24092,432,851,1594,4777,4151,412,854,1511,4876,4634
2019-prez-1,0,IF,2019-11-10 11:00,,,,,,41277,10834,0,6,52117,1071,3385,5499,10951,6032,984,3517,5004,9999,5675
2019-prez-1,0,IL,2019-11-10 11:00,,,,,,21728,2859,0,30,24617,406,836,1589,5993,4406,398,768,1307,5134,3780
2019-prez-1,0,IS,2019-11-10 11:00,,,,,,67182,9632,0,7,76821,2366,4268,6435,16239,11158,2403,4227,5412,13931,10382
2019-prez-1,0,MH,2019-11-10 11:00,,,,,,22357,4430,0,19,26806,467,948,1790,6795,4595,404,834,1641,5482,3850
2019-prez-1,0,MM,2019-11-10 11:00,,,,,,34222,3420,0,41,37683,747,1667,2786,8525,5981,723,1506,2321,7859,5568
2019-prez-1,0,MS,2019-11-10 11:00,,,,,,39397,5037,0,233,44667,880,1934,3063,9722,7703,987,1757,2573,8493,7555
2019-prez-1,0,NT,2019-11-10 11:00,,,,,,44715,4611,0,14,49340,927,1841,3521,11357,8125,938,1864,3205,10037,7525
2019-prez-1,0,OT,2019-11-10 11:00,,,,,,42759,6946,0,17,49722,985,2007,3674,12144,8234,871,1805,2996,9912,7094
2019-prez-1,0,PH,2019-11-10 11:00,,,,,,72466,8661,0,113,81240,1451,3171,5417,18139,13217,1464,3015,4919,17331,13116
2019-prez-1,0,SB,2019-11-10 11:00,,,,,,40673,5647,0,41,46361,1001,2466,3592,9782,6624,1028,2262,3083,9364,7159
2019-prez-1,0,SJ,2019-11-10 11:00,,,,,,15607,2681,0,32,18320,356,797,1333,4039,2912,395,760,1088,3659,2981
2019-prez-1,0,SM,2019-11-10 11:00,,,,,,22221,2339,0,44,24604,441,1024,1797,5670,3592,430,969,1568,5290,3823
2019-prez-1,1,SR,2019-11-10 11:00,,,,,,0,309228,25189,0,334417,12425,49753,55168,57596,6257,12688,43514,41008,49084,6924
2019-prez-1,0,SV,2019-11-10 11:00,,,,,,47587,5435,0,4,53026,1281,2423,4062,12224,8418,1232,2303,3441,10037,7605
2019-prez-1,0,TL,2019-11-10 11:00,,,,,,21601,2739,0,13,24353,315,831,1692,5834,4393,300,812,1479,5138,3559
2019-prez-1,0,TM,2019-11-10 11:00,,,,,,55524,9346,0,163,65033,1481,3864,5613,14467,9346,1452,3368,4424,12103,8915
2019-prez-1,0,TR,2019-11-10 11:00,,,,,,37869,5672,0,27,43568,676,1374,2725,10154,9344,593,1179,2014,7869,7640
2019-prez-1,0,VL,2019-11-10 11:00,,,,,,35998,5947,0,21,41966,689,1563,2749,9943,7470,653,1569,2413,8499,6418
2019-prez-1,0,VN,2019-11-10 11:00,,,,,,33217,3954,0,29,37200,711,1526,2794,8681,6238,666,1410,2202,7285,5687
2019-prez-1,0,VS,2019-11-10 11:00,,,,,,32681,3818,0,14,36513,732,1255,2568,9112,6331,689,1181,2004,7303,5338
2019-prez-1,0,AB,2019-11-10 14:00,,,,,,71123,8079,0,788,79990,2558,4598,6068,15786,11172,2246,4186,5486,15801,12089
2019-prez-1,0,AG,2019-11-10 14:00,,,,,,131888,15996,0,167,148051,4019,7967,12265,29645,19752,4075,8005,11428,30245,20650
2019-prez-1,0,AR,2019-11-10 14:00,,,,,,73381,8310,0,527,82218,2463,4908,6908,16968,11004,2232,4539,6095,15946,11155
2019-prez-1,0,B,2019-11-10 14:00,,,,,,413618,57201,0,1874,472693,13961,34196,42550,71104,52473,14965,37543,43792,89564,72545
2019-prez-1,0,BC,2019-11-10 14:00,,,,,,133247,12749,0,633,146629,3955,6761,10797,30171,19712,4038,7506,10903,30758,22028
2019-prez-1,0,BH,2019-11-10 14:00,,,,,,101572,13379,0,398,115349,3791,6939,9761,22561,14275,3671,6657,9051,22758,15885
2019-prez-1,0,BN,2019-11-10 14:00,,,,,,55975,5301,0,385,61661,1962,3536,4693,12142,8309,2032,3503,4360,12555,8569
2019-prez-1,0,BR,2019-11-10 14:00,,,,,,67277,4337,0,488,72102,1627,2972,4965,14787,10767,1429,2895,4923,15504,12233
2019-prez-1,0,BT,2019-11-10 14:00,,,,,,78444,7228,0,841,86513,2543,3997,6344,17365,12273,2610,4486,6463,17025,13407
2019-prez-1,0,BV,2019-11-10 14:00,,,,,,131880,19480,0,398,151758,4094,9421,12873,27127,19666,4107,9645,12092,30068,22665
2019-prez-1,0,BZ,2019-11-10 14:00,,,,,,83981,10661,0,477,95119,2441,4226,6803,19651,14686,2322,4353,6313,19175,15149
2019-prez-1,0,CJ,2019-11-10 14:00,,,,,,144443,33433,0,1027,178903,7998,14183,15140,29036,21175,9026,14263,14019,30441,23622
2019-prez-1,0,CL,2019-11-10 14:00,,,,,,47409,7334,0,199,54942,1351,2551,3764,11741,8569,1352,2532,3646,11131,8305
2019-prez-1,0,CS,2019-11-10 14:00,,,,,,50949,6711,0,216,57876,1531,2761,4023,12951,9382,1385,2520,3376,10870,9077
2019-prez-1,0,CT,2019-11-10 14:00,,,,,,160354,15847,0,563,176764,4484,8873,13163,32946,23305,4500,10705,14833,37289,26666
2019-prez-1,0,CV,2019-11-10 14:00,,,,,,29799,3610,0,272,33681,738,1349,2413,6127,5444,685,1477,2510,6927,6011
2019-prez-1,0,DB,2019-11-10 14:00,,,,,,100713,12286,0,694,113693,3194,5935,8714,23054,15592,3148,5911,8262,22640,17243
2019-prez-1,0,DJ,2019-11-10 14:00,,,,,,123987,16676,0,1077,141740,4015,7022,10951,29223,20759,3817,6950,10193,27736,21074
2019-prez-1,0,GJ,2019-11-10 14:00,,,,,,64639,9358,0,379,74376,2074,3669,5861,17585,9729,1855,3562,5488,15761,8792
2019-prez-1,0,GL,2019-11-10 14:00,,,,,,115548,9110,0,532,125190,3087,5535,9449,25969,17631,3089,5816,9231,25595,19788
2019-prez-1,0,GR,2019-11-10 14:00,,,,,,45123,10125,0,441,55689,1622,3000,4211,11566,8597,1466,2910,3835,10626,7856
2019-prez-1,0,HD,2019-11-10 14:00,,,,,,90831,9562,0,568,100961,2310,4491,6803,22542,14302,2114,4285,6617,21797,15700
2019-prez-1,0,HR,2019-11-10 14:00,,,,,,52281,4151,0,294,56726,1353,2479,4214,10498,8636,1378,2644,4191,11360,9973
2019-prez-1,0,IF,2019-11-10 14:00,,,,,,86387,26115,0,722,113224,3143,9037,12956,20446,10530,3072,9697,12461,20450,11432
2019-prez-1,0,IL,2019-11-10 14:00,,,,,,41890,5561,0,221,47672,1364,2121,3301,10193,7219,1236,2079,3123,9771,7265
2019-prez-1,0,IS,2019-11-10 14:00,,,,,,155727,22729,0,440,178896,7211,12167,15266,32425,21340,7977,12686,14586,31703,23535
2019-prez-1,0,MH,2019-11-10 14:00,,,,,,49186,10025,0,506,59717,1459,2572,4233,13270,8949,1362,2557,4144,12292,8879
2019-prez-1,0,MM,2019-11-10 14:00,,,,,,81250,6914,0,519,88683,2495,4753,6806,18088,12010,2419,4679,6483,18317,12633
2019-prez-1,0,MS,2019-11-10 14:00,,,,,,94850,10857,0,1005,106712,2919,5446,7868,20315,15834,3087,5518,7292,20463,17970
2019-prez-1,0,NT,2019-11-10 14:00,,,,,,104840,9810,0,213,114863,2927,5150,8404,23454,16755,2930,5637,8330,23215,18061
2019-prez-1,0,OT,2019-11-10 14:00,,,,,,82764,13829,0,355,96948,2796,4802,7383,21206,13920,2658,4568,6722,19190,13703
2019-prez-1,0,PH,2019-11-10 14:00,,,,,,159221,19224,0,797,179242,4720,8871,12900,35205,24796,4695,9417,12958,37467,28213
2019-prez-1,0,SB,2019-11-10 14:00,,,,,,93794,12981,0,261,107036,3201,6960,8939,19730,12952,3296,6986,8305,20939,15728
2019-prez-1,0,SJ,2019-11-10 14:00,,,,,,39918,5836,0,252,46006,1328,2448,3429,9046,6315,1414,2403,3101,9188,7334
2019-prez-1,0,SM,2019-11-10 14:00,,,,,,52907,4538,0,336,57781,1515,2974,4564,12028,7254,1337,2918,4357,12419,8415
